sequence,support_count,support
"<{4},{26},{27},{117},{245},{253}>",10,0.384615
"<{4},{26},{27},{245},{246},{253}>",10,0.384615
"<{4},{8},{113},{133},{245},{253}>",10,0.384615
"<{4},{8},{18},{117},{245},{253}>",10,0.384615
"<{4},{8},{18},{133},{245},{253}>",10,0.384615
"<{4},{8},{18},{22},{245},{253}>",10,0.384615
"<{4},{8},{26},{132},{245},{253}>",10,0.384615
"<{4},{8},{26},{133},{245},{253}>",10,0.384615
"<{4},{8},{26},{143},{245},{253}>",10,0.384615
"<{4},{8},{9},{132},{245},{253}>",10,0.384615
"<{4},{8},{9},{18},{245},{253}>",10,0.384615
"<{4},{9},{117},{245},{246},{253}>",10,0.384615
"<{4},{9},{22},{245},{246},{253}>",10,0.384615
"<{5},{114},{132},{143},{245},{253}>",11,0.423077
"<{5},{8},{26},{132},{245},{253}>",10,0.384615
"<{5},{9},{22},{132},{245},{253}>",10,0.384615
"<{53},{113},{118},{133},{245},{253}>",10,0.384615
"<{8},{113},{133},{143},{245},{253}>",10,0.384615
"<{8},{113},{133},{245},{246},{253}>",10,0.384615
"<{8},{117},{118},{143},{245},{253}>",10,0.384615
"<{8},{117},{118},{245},{246},{253}>",10,0.384615
"<{8},{118},{143},{245},{246},{253}>",10,0.384615
"<{8},{17},{117},{118},{245},{253}>",10,0.384615
"<{8},{17},{117},{245},{246},{253}>",10,0.384615
"<{8},{17},{118},{143},{245},{253}>",10,0.384615
"<{8},{17},{118},{245},{246},{253}>",10,0.384615
"<{8},{17},{143},{245},{246},{253}>",10,0.384615
"<{8},{17},{22},{114},{245},{253}>",10,0.384615
"<{8},{17},{26},{132},{245},{253}>",10,0.384615
"<{8},{17},{26},{143},{245},{253}>",10,0.384615
"<{8},{17},{27},{143},{245},{253}>",10,0.384615
"<{8},{18},{26},{143},{245},{253}>",10,0.384615
"<{8},{18},{27},{132},{245},{253}>",10,0.384615
"<{8},{18},{27},{133},{245},{253}>",10,0.384615
"<{8},{18},{27},{143},{245},{253}>",10,0.384615
"<{8},{22},{26},{27},{245},{253}>",10,0.384615
"<{8},{22},{27},{117},{245},{253}>",10,0.384615
"<{8},{22},{27},{132},{245},{253}>",10,0.384615
"<{8},{22},{27},{133},{245},{253}>",10,0.384615
"<{8},{26},{113},{133},{245},{253}>",10,0.384615
"<{8},{26},{118},{132},{245},{253}>",10,0.384615
"<{8},{26},{118},{143},{245},{253}>",11,0.423077
"<{8},{26},{27},{114},{245},{253}>",10,0.384615
"<{8},{27},{117},{118},{245},{253}>",10,0.384615
"<{8},{27},{118},{143},{245},{253}>",10,0.384615
"<{8},{27},{133},{143},{245},{253}>",11,0.423077
"<{8},{46},{133},{143},{245},{253}>",10,0.384615
"<{8},{9},{11},{143},{245},{253}>",11,0.423077
"<{8},{9},{18},{27},{245},{253}>",10,0.384615
"<{8},{9},{22},{23},{245},{253}>",10,0.384615
"<{8},{9},{23},{133},{245},{253}>",10,0.384615
"<{8},{9},{27},{118},{245},{253}>",10,0.384615
"<{8},{9},{27},{136},{245},{253}>",10,0.384615
"<{8},{9},{46},{143},{245},{253}>",10,0.384615
"<{1},{117},{132},{133},{143},{245},{253}>",11,0.423077
"<{1},{117},{132},{133},{245},{246},{253}>",10,0.384615
"<{1},{117},{132},{143},{245},{246},{253}>",11,0.423077
"<{1},{117},{133},{143},{245},{246},{253}>",11,0.423077
"<{1},{132},{133},{143},{245},{246},{253}>",10,0.384615
"<{1},{17},{117},{132},{143},{245},{253}>",10,0.384615
"<{1},{17},{117},{143},{245},{246},{253}>",10,0.384615
"<{1},{17},{18},{113},{133},{245},{253}>",10,0.384615
"<{1},{17},{18},{117},{132},{245},{253}>",10,0.384615
"<{1},{17},{18},{117},{245},{246},{253}>",10,0.384615
"<{1},{17},{18},{132},{133},{245},{253}>",10,0.384615
"<{1},{17},{18},{133},{245},{246},{253}>",10,0.384615
"<{1},{17},{18},{22},{245},{246},{253}>",10,0.384615
"<{1},{17},{18},{22},{27},{245},{253}>",10,0.384615
"<{1},{17},{18},{26},{132},{245},{253}>",10,0.384615
"<{1},{17},{18},{26},{133},{245},{253}>",10,0.384615
"<{1},{17},{18},{26},{143},{245},{253}>",10,0.384615
"<{1},{17},{18},{27},{133},{245},{253}>",10,0.384615
"<{1},{17},{22},{117},{245},{246},{253}>",10,0.384615
"<{1},{17},{22},{132},{133},{245},{253}>",10,0.384615
"<{1},{17},{22},{133},{245},{246},{253}>",10,0.384615
"<{1},{17},{22},{26},{132},{245},{253}>",10,0.384615
"<{1},{17},{22},{26},{133},{245},{253}>",10,0.384615
"<{1},{17},{22},{26},{143},{245},{253}>",10,0.384615
"<{1},{17},{23},{117},{143},{245},{253}>",10,0.384615
"<{1},{17},{26},{117},{143},{245},{253}>",10,0.384615
"<{1},{18},{113},{117},{133},{245},{253}>",10,0.384615
"<{1},{18},{117},{132},{143},{245},{253}>",11,0.423077
"<{1},{18},{117},{133},{143},{245},{253}>",10,0.384615
"<{1},{18},{117},{133},{245},{246},{253}>",10,0.384615
"<{1},{18},{117},{143},{245},{246},{253}>",11,0.423077
"<{1},{18},{132},{133},{143},{245},{253}>",10,0.384615
"<{1},{18},{22},{117},{245},{246},{253}>",10,0.384615
"<{1},{18},{22},{132},{133},{245},{253}>",11,0.423077
"<{1},{18},{22},{143},{245},{246},{253}>",10,0.384615
"<{1},{18},{22},{26},{132},{245},{253}>",10,0.384615
"<{1},{18},{22},{26},{133},{245},{253}>",10,0.384615
"<{1},{18},{22},{26},{143},{245},{253}>",10,0.384615
"<{1},{18},{23},{117},{143},{245},{253}>",10,0.384615
"<{1},{18},{26},{117},{132},{245},{253}>",10,0.384615
"<{1},{18},{26},{117},{143},{245},{253}>",11,0.423077
"<{1},{18},{26},{117},{245},{246},{253}>",10,0.384615
"<{1},{18},{26},{132},{143},{245},{253}>",10,0.384615
"<{1},{18},{26},{27},{117},{245},{253}>",10,0.384615
"<{1},{22},{114},{132},{143},{245},{253}>",10,0.384615
"<{1},{22},{26},{117},{143},{245},{253}>",10,0.384615
"<{1},{26},{117},{132},{133},{245},{253}>",10,0.384615
"<{1},{26},{117},{132},{245},{246},{253}>",10,0.384615
"<{1},{26},{117},{133},{143},{245},{253}>",10,0.384615
"<{1},{26},{117},{133},{245},{246},{253}>",10,0.384615
"<{1},{26},{117},{143},{245},{246},{253}>",11,0.423077
"<{1},{26},{132},{133},{245},{246},{253}>",10,0.384615
"<{1},{26},{132},{143},{245},{246},{253}>",10,0.384615
"<{1},{26},{27},{117},{132},{245},{253}>",10,0.384615
"<{1},{26},{27},{117},{133},{245},{253}>",10,0.384615
"<{1},{26},{27},{117},{143},{245},{253}>",11,0.423077
"<{1},{26},{27},{117},{245},{246},{253}>",11,0.423077
"<{1},{26},{27},{132},{143},{245},{253}>",10,0.384615
"<{1},{26},{27},{133},{245},{246},{253}>",10,0.384615
"<{1},{26},{27},{143},{245},{246},{253}>",10,0.384615
"<{1},{27},{114},{132},{143},{245},{253}>",10,0.384615
"<{1},{27},{117},{132},{143},{245},{253}>",10,0.384615
"<{1},{27},{117},{133},{143},{245},{253}>",10,0.384615
"<{1},{27},{117},{133},{245},{246},{253}>",11,0.423077
"<{1},{27},{117},{143},{245},{246},{253}>",11,0.423077
"<{1},{27},{132},{133},{143},{245},{253}>",10,0.384615
"<{1},{27},{132},{133},{245},{246},{253}>",10,0.384615
"<{1},{27},{133},{143},{245},{246},{253}>",10,0.384615
"<{1},{9},{117},{133},{245},{246},{253}>",10,0.384615
"<{1},{9},{117},{143},{245},{246},{253}>",10,0.384615
"<{1},{9},{17},{22},{118},{245},{253}>",10,0.384615
"<{1},{9},{17},{22},{132},{245},{253}>",10,0.384615
"<{1},{9},{17},{22},{245},{246},{253}>",11,0.423077
"<{1},{9},{17},{22},{26},{245},{253}>",11,0.423077
"<{1},{9},{18},{117},{133},{245},{253}>",10,0.384615
"<{1},{9},{18},{117},{143},{245},{253}>",10,0.384615
"<{1},{9},{18},{117},{245},{246},{253}>",10,0.384615
"<{1},{9},{18},{132},{133},{245},{253}>",10,0.384615
"<{1},{9},{18},{132},{143},{245},{253}>",10,0.384615
