sequence_id,pos,item
s187,52,12487
s187,53,12491
s187,54,12495
s187,55,12607
s187,56,12611
s187,57,12615
s187,58,12621
s187,59,12627
s187,60,12631
s187,61,12643
s187,62,12647
s187,63,12651
s187,64,12659
s187,65,12663
s187,66,12667
s187,67,12671
s187,68,12683
s187,69,12711
s187,70,12715
s187,71,12719
s187,72,12723
s187,73,12731
s187,74,12735
s187,75,12739
s187,76,12743
s187,77,12747
s187,78,12751
s187,79,12755
s187,80,12759
s187,81,12763
s187,82,12767
s187,83,12771
s187,84,12775
s187,85,12779
s187,86,12783
s187,87,12787
s188,1,10295
s188,2,10307
s188,3,10311
s188,4,10315
s188,5,12559
s188,6,12567
s188,7,12627
s188,8,12663
s188,9,12679
s188,10,12683
s188,11,18619
s188,12,18671
s188,13,18723
s189,1,10295
s189,2,10307
s189,3,10311
s189,4,12487
s189,5,12571
s189,6,12683
s189,7,12687
s189,8,12703
s189,9,12795
s189,10,12819
s189,11,12823
s189,12,12875
s190,1,10311
s190,2,12567
s190,3,12875
s191,1,12447
s191,2,12751
s192,1,12331
s193,1,12483
s193,2,12487
s193,3,12547
s193,4,12567
s193,5,18619
s193,6,18723
s193,7,18735
s193,8,18787
s194,1,10295
s194,2,10307
s194,3,10311
s194,4,10315
s194,5,12463
s194,6,12479
s194,7,12491
s194,8,12495
s194,9,12519
s194,10,12667
s194,11,12671
s194,12,12779
s194,13,12783
s194,14,12879
s194,15,18423
s195,1,10295
s195,2,10299
s195,3,10303
s195,4,10311
s195,5,10315
s195,6,10319
s195,7,10829
s195,8,10837
s195,9,10841
s195,10,10869
s195,11,12451
s195,12,12487
s195,13,12523
s195,14,12563
s195,15,12571
s195,16,12583
s195,17,12587
s195,18,12591
s195,19,12621
s195,20,12687
s195,21,12699
s195,22,12703
s195,23,12715
s195,24,12727
s195,25,12731
s195,26,12771
s195,27,12831
s195,28,12859
s195,29,12875
s195,30,18419
s195,31,18423
s195,32,18427
s195,33,18431
s195,34,18499
s195,35,18507
s195,36,18519
s195,37,18523
s195,38,18535
s195,39,18579
s195,40,18619
s195,41,18635
s195,42,18643
s195,43,18655
s195,44,18663
s195,45,18683
s195,46,18723
s195,47,18735
s195,48,18787
s195,49,18807
s195,50,18847
s196,1,10307
s196,2,10311
s196,3,10315
s196,4,10319
s196,5,12487
s196,6,12679
s196,7,12703
s197,1,18691
s198,1,12451
s198,2,12555
s199,1,10307
s199,2,12431
s200,1,12467
s200,2,12487
s201,1,10311
s201,2,10829
s201,3,12463
s201,4,12591
s201,5,12899
s201,6,18507
s201,7,18651
s201,8,18707
s202,1,10311
s202,2,10315
s202,3,12347
s202,4,12351
s202,5,12355
s202,6,12491
s202,7,12739
s202,8,12759
s203,1,12679
s204,1,10295
s204,2,12695
s204,3,12703
s204,4,12835
s204,5,12847
s205,1,10307
s206,1,12727
s206,2,18671
s207,1,12367
s207,2,12403
s207,3,12447
s207,4,12451
s207,5,12503
s207,6,12515
s207,7,12547
s207,8,12551
s207,9,12555
s207,10,12591
s207,11,12611
s207,12,12621
s207,13,12631
s207,14,12663
s207,15,12667
s207,16,12687
s207,17,12723
s207,18,12731
s207,19,12747
s207,20,12755
s207,21,12771
s207,22,12787
s207,23,12827
s207,24,18427
s207,25,18547
s207,26,18659
s207,27,18707
s207,28,18723
s207,29,18775
s207,30,18827
s207,31,18831
s207,32,18863
s208,1,12751
s209,1,12559
s209,2,12763
s210,1,12327
s210,2,12659
s211,1,10833
s211,2,12339
s211,3,12431
s211,4,12515
s211,5,12519
s211,6,12683
s211,7,12687
s211,8,12691
s211,9,12695
s211,10,12723
s211,11,12771
s211,12,12795
s211,13,18691
s212,1,10861
s213,1,12427
s213,2,12431
s214,1,18459
s215,1,18847
s216,1,10841
s216,2,10877
s216,3,12659
s216,4,18423
s217,1,10845
s217,2,12427
s217,3,12559
s217,4,12667
s217,5,12799
s218,1,12427
s218,2,12667
s218,3,12803
s218,4,12819
s219,1,18635
s220,1,10295
s220,2,10307
s220,3,10311
s220,4,10315
s220,5,10861
s220,6,10877
s220,7,12299
s220,8,12403
s220,9,12683
s220,10,12687
s220,11,12691
s220,12,12695
s220,13,18831
s221,1,12355
s221,2,12411
s221,3,12559
s221,4,12667
s221,5,18467
s221,6,18483
s221,7,18527
s221,8,18611
s221,9,18619
s221,10,18787
s222,1,10311
s222,2,12559
s222,3,12567
s222,4,18427
s222,5,18459
s222,6,18467
s222,7,18471
s222,8,18475
s222,9,18479
s222,10,18483
s222,11,18487
s222,12,18491
s222,13,18495
s222,14,18499
s222,15,18507
s222,16,18511
s222,17,18519
s222,18,18523
s222,19,18527
s222,20,18543
s222,21,18547
s222,22,18567
s222,23,18587
s222,24,18611
s222,25,18615
s222,26,18619
s222,27,18651
s222,28,18655
s222,29,18695
s223,1,18423
s224,1,10295
s224,2,10311
s224,3,10315
s224,4,12611
s224,5,12621
s224,6,12715
s224,7,12723
s224,8,12727
s224,9,18467
s224,10,18471
s224,11,18475
s224,12,18479
s224,13,18483
s224,14,18487
s224,15,18491
s224,16,18495
s224,17,18499
s224,18,18651
s224,19,18743
s224,20,18879
s225,1,10311
s226,1,12591
s227,1,10307
s227,2,12621
s227,3,12783
s227,4,12895
s227,5,18691
s228,1,18659
s228,2,18787
s229,1,10319
s229,2,12551
s229,3,12567
s229,4,12755
s230,1,10307
s231,1,12411
s232,1,10877
s232,2,12371
s232,3,12495
s232,4,12731
s232,5,18423
s232,6,18559
s232,7,18831
s233,1,10307
s234,1,12879
s235,1,12879
s236,1,18651
s237,1,18523
s237,2,18587
s237,3,18619
s238,1,12491
s238,2,12531
s238,3,12679
s238,4,12683
s238,5,12823
s238,6,18547
s239,1,12783
s240,1,12621
s241,1,12439
s241,2,12723
s241,3,12731
s241,4,12747
s241,5,12751
s242,1,12531
s242,2,12679
s242,3,12783
s242,4,12823
s242,5,12883
s243,1,10303
s243,2,10307
s243,3,12299
s243,4,12395
s243,5,12591
s243,6,12621
s243,7,18827
s243,8,18871
s244,1,12483
s244,2,12487
s244,3,12667
s245,1,12775
s245,2,12783
s246,1,18787
s247,1,12663
s247,2,12723
s248,1,12403
s248,2,12439
s248,3,12483
s248,4,12487
s248,5,12611
s248,6,12679
s248,7,12703
s248,8,12763
s248,9,12895
s248,10,18831
s249,1,12399
s250,1,12695
s250,2,12703
s251,1,10311
s252,1,12515
s253,1,12323
s253,2,12547
s253,3,12551
s253,4,12559
s253,5,18595
s254,1,18879
s255,1,12411
s255,2,12439
s255,3,12515
s256,1,12559
s256,2,12579
s256,3,12695
s257,1,18547
s257,2,18551
s257,3,18651
s257,4,18707
s257,5,18863
s258,1,12559
s258,2,12655
s258,3,12803
s259,1,18599
s260,1,12339
s261,1,12403
s261,2,12411
s262,1,18827
s263,1,12463
s264,1,12403
s264,2,12411
s265,1,10849
s265,2,12355
s266,1,18459
s267,1,12415
s267,2,12463
s267,3,12475
s267,4,12563
s267,5,12867
s267,6,12895
s267,7,18675
s268,1,12403
s268,2,12411
s268,3,12439
s268,4,12451
s269,1,12515
s269,2,12747
s269,3,12755
s269,4,12771
s269,5,12895
s269,6,18635
s270,1,12399
s270,2,12415
s270,3,12487
s270,4,12567
s270,5,12615
s270,6,12663
s270,7,12679
s270,8,12703
s270,9,12835
s270,10,12875
s270,11,12895
s270,12,18523
s271,1,10299
s271,2,10307
s272,1,12571
s273,1,12751
s274,1,12479
s274,2,12783
s275,1,12607
s276,1,12879
s277,1,18727
s277,2,27385
s278,1,10311
s278,2,12483
s278,3,12787
s279,1,12411
s280,1,12679
s281,1,12763
s282,1,12371
s283,1,18523
s283,2,18587
s283,3,18671
s283,4,18831
s284,1,12399
s284,2,12559
s284,3,18691
s285,1,12395
s286,1,12621
s287,1,12299
s287,2,12323
s287,3,12367
s287,4,12415
s287,5,20807
s288,1,12559
s288,2,12823
s289,1,10311
s289,2,12551
s289,3,12555
s289,4,12559
s289,5,12563
s289,6,18423
s289,7,18547
s289,8,18551
s289,9,18787
s290,1,12819
s290,2,12823
s291,1,12519
s292,1,12621
s293,1,12621
s294,1,10295
s294,2,10311
s294,3,10315
s294,4,12479
s294,5,12483
s294,6,12487
s295,1,18547
s296,1,18663
s297,1,10295
s298,1,12663
s298,2,12895
s299,1,12411
s300,1,12515
s301,1,10307
s301,2,10311
s301,3,12471
s301,4,12491
s302,1,10849
s302,2,12891
s303,1,10295
s303,2,10299
s303,3,10307
s304,1,12675
s304,2,12679
s304,3,12723
s305,1,12867
s306,1,10315
s306,2,12567
s306,3,12875
s306,4,18743
s306,5,18787
s307,1,12411
s308,1,12627
s309,1,12419
s310,1,12867
s311,1,12411
s311,2,18831
s312,1,18603
s313,1,12559
s314,1,10291
s314,2,10295
s314,3,10299
s314,4,10307
s314,5,10315
s314,6,10857
s314,7,10861
s314,8,10865
s314,9,12479
s314,10,12523
s314,11,12527
s314,12,12531
s314,13,12627
s314,14,12631
s314,15,12655
s314,16,12683
s314,17,12687
s314,18,12691
s314,19,12695
s314,20,12723
s314,21,12795
s314,22,12803
s314,23,12815
s314,24,12819
s314,25,12831
s314,26,12895
s315,1,12431
s316,1,12463
s317,1,12567
s318,1,12679
s319,1,10877
s320,1,10861
s321,1,10833
s321,2,10849
s322,1,18599
s323,1,12447
s324,1,18831
s325,1,12751
s326,1,10307
s326,2,12323
s326,3,12611
s326,4,12615
s326,5,12679
s326,6,12755
s326,7,12767
s326,8,12771
s326,9,18423
s326,10,18451
s326,11,18543
s327,1,12367
s327,2,12679
s328,1,12343
s328,2,12351
s328,3,12621
s328,4,12627
s329,1,12419
s330,1,12431
s330,2,12695
s331,1,12695
s332,1,10303
s332,2,12559
s332,3,12759
s332,4,12807
s332,5,12895
s333,1,10295
s333,2,12447
s333,3,12451
s333,4,12621
s333,5,12695
s333,6,12727
s333,7,12819
s333,8,12823
s333,9,12867
s333,10,18431
s333,11,18723
s333,12,18871
s334,1,18547
s335,1,12367
s335,2,12395
s335,3,12403
s336,1,18619
s337,1,12779
s337,2,12783
s337,3,18635
s337,4,18723
s338,1,10311
s339,1,12759
s340,1,12511
s340,2,12627
s340,3,12683
s340,4,12695
s340,5,12699
s340,6,18547
s340,7,18707
s341,1,12399
s342,1,10295
s342,2,10307
s342,3,12815
s342,4,12895
s343,1,12411
s344,1,12407
s344,2,12575
s345,1,18579
s345,2,18723
s345,3,18787
s345,4,18831
s346,1,18419
s346,2,18423
s346,3,18427
s346,4,18431
s347,1,18511
s348,1,10311
s349,1,18787
s350,1,10311
s350,2,12711
s351,1,12371
s351,2,12395
s352,1,12355
s353,1,18499
s353,2,18787
s354,1,12863
s355,1,10311
s355,2,18787
s356,1,12663
s357,1,12547
s357,2,12611
s357,3,12621
s357,4,18563
s358,1,10315
s359,1,12495
s359,2,12807
s359,3,18603
s359,4,18787
s360,1,12621
s360,2,12731
s360,3,18723
s361,1,10857
s361,2,12743
s361,3,12763
s362,1,12427
s362,2,12515
s362,3,18603
s362,4,18787
s363,1,12567
s364,1,10291
s364,2,10299
s364,3,10303
s364,4,10307
s364,5,10311
s364,6,10319
s364,7,12479
s364,8,12483
s364,9,12607
s364,10,12611
s364,11,12615
s364,12,12621
s364,13,12683
s364,14,12695
s364,15,12703
s364,16,12711
s364,17,12715
s364,18,12719
s364,19,12723
s364,20,12727
s364,21,12731
s364,22,12747
s364,23,12751
s364,24,12759
s364,25,12767
s364,26,12771
s364,27,12775
s364,28,12779
s364,29,12783
s364,30,12787
s365,1,12447
s366,1,12715
s367,1,10307
s367,2,12351
s368,1,10311
s368,2,12515
s369,1,10829
s370,1,18855
s371,1,12471
s371,2,12663
s371,3,12895
s371,4,18443
s371,5,18563
s372,1,12621
s373,1,12299
s373,2,12411
s373,3,12419
s373,4,12679
s373,5,12895
s374,1,12507
s374,2,18831
s375,1,12483
s376,1,12347
s376,2,12355
s376,3,12759
s377,1,12403
s378,1,10307
s378,2,12715
s379,1,12407
s380,1,10841
s380,2,12723
s381,1,12559
s382,1,12559
s383,1,12695
s384,1,12771
s385,1,12883
s385,2,18831
s386,1,12679
s387,1,18787
s388,1,12567
s389,1,12807
s389,2,12823
s390,1,12371
s390,2,12395
s390,3,12555
s390,4,12559
s390,5,12631
s390,6,12859
s390,7,18459
s390,8,18731
s390,9,18775
s390,10,18779
s390,11,18795
s390,12,18799
s390,13,18807
s390,14,18811
s390,15,18815
s390,16,18827
s390,17,18831
s390,18,18839
s390,19,18847
s390,20,18855
s390,21,18863
s390,22,20803
s390,23,20807
s390,24,27389
s391,1,12411
s391,2,12847
s392,1,12775
s392,2,18523
s393,1,12731
s394,1,12575
s395,1,12819
s396,1,10881
s397,1,10299
s397,2,10307
s397,3,10315
s397,4,10829
s397,5,12831
s397,6,18659
s397,7,18727
s398,1,12547
s398,2,12555
s398,3,18787
s399,1,18743
s400,1,12847
s400,2,18847
s401,1,10311
s401,2,12411
s401,3,12621
s401,4,12663
s401,5,12683
s401,6,12715
s401,7,12807
s401,8,12819
s401,9,12879
s401,10,12895
s401,11,18523
s401,12,18683
s401,13,18831
s402,1,12683
s402,2,18831
s403,1,12431
s404,1,12807
s404,2,12879
s404,3,12895
s405,1,12559
s405,2,12723
s405,3,12727
s406,1,12523
s406,2,12663
s406,3,12679
s406,4,12683
s406,5,12851
s407,1,12895
s408,1,12559
s409,1,12323
s409,2,12655
s410,1,12751
s410,2,12755
s411,1,12743
s411,2,12819
s411,3,18671
s412,1,12795
s412,2,12839
s412,3,12867
s412,4,12891
s413,1,12459
s413,2,12463
s413,3,12467
s413,4,12471
