sequence_id,pos,item
s124,3,3030
s124,4,3065
s124,5,3022
s124,6,3023
s125,1,3075
s125,2,3063
s125,3,3022
s126,1,3054
s126,2,3031
s126,3,3005
s127,1,3037
s127,2,3022
s127,3,3058
s127,4,3037
s127,5,3049
s127,6,3069
s127,7,3031
s127,8,3006
s127,9,3014
s127,10,3014
s127,11,3075
s127,12,3031
s128,1,3038
s128,2,3036
s128,3,3021
s128,4,3014
s128,5,3023
s128,6,3006
s128,7,3008
s128,8,3031
s129,1,4108
s129,2,4108
s130,1,3063
s130,2,3036
s131,1,3079
s131,2,3014
s131,3,3016
s131,4,3036
s132,1,3034
s132,2,3069
s132,3,3069
s132,4,3075
s132,5,3022
s133,1,3023
s133,2,3066
s134,1,3022
s134,2,3042
s134,3,3079
s134,4,3030
s134,5,3031
s135,1,3007
s135,2,3034
s135,3,3035
s135,4,3034
s135,5,3047
s135,6,3047
s136,1,3047
s136,2,3030
s136,3,3018
s136,4,3019
s136,5,3063
s136,6,3078
s136,7,3042
s136,8,3078
s136,9,3021
s136,10,3007
s137,1,3034
s137,2,3034
s137,3,3031
s138,1,3069
s138,2,3030
s138,3,3021
s138,4,3030
s138,5,3005
s139,1,3056
s139,2,3057
s140,1,3026
s140,2,3005
s141,1,3022
s141,2,3022
s141,3,3005
s142,1,3054
s142,2,3042
s143,1,3037
s143,2,3049
s143,3,3032
s143,4,3047
s144,1,3030
s144,2,3034
s144,3,3021
s144,4,3067
s144,5,3008
s144,6,3031
s144,7,3016
s144,8,3031
s145,1,3022
s145,2,3042
s145,3,3038
s146,1,3022
s146,2,3021
s147,1,3067
s147,2,3067
s147,3,3008
s147,4,3031
s147,5,3032
s147,6,3031
s147,7,3032
s148,1,3053
s148,2,3060
s148,3,3034
s148,4,3035
s148,5,3034
s148,6,3053
s149,1,3065
s149,2,3030
s149,3,3021
s149,4,3021
s149,5,3063
s149,6,3030
s149,7,3005
s150,1,3022
s150,2,3036
s151,1,3030
s151,2,3036
s152,1,3032
s152,2,3067
s152,3,3074
s152,4,3031
s153,1,3010
s153,2,3059
s154,1,3018
s154,2,3021
s154,3,3021
s155,1,3021
s155,2,3074
s155,3,3075
s155,4,3063
s155,5,3075
s155,6,3074
s155,7,3032
s156,1,3049
s156,2,3042
s157,1,3049
s157,2,3023
s157,3,3049
s157,4,3028
s157,5,3014
s158,1,3014
s158,2,3058
s158,3,3005
s158,4,3069
s158,5,3038
s158,6,3014
s158,7,3062
s159,1,3038
s159,2,3075
s159,3,3032
s159,4,3074
s159,5,3032
s160,1,3027
s160,2,3005
s160,3,3067
s160,4,3014
s161,1,3031
s161,2,3076
s161,3,3038
s161,4,3076
s161,5,3008
s162,1,3052
s162,2,3047
s163,1,3057
s163,2,3066
s164,1,3066
s164,2,3078
s165,1,3034
s165,2,3019
s165,3,3019
s165,4,3063
s166,1,3024
s166,2,3024
s166,3,3024
s166,4,3024
s166,5,3024
s166,6,3024
s166,7,3024
s166,8,3024
s166,9,3024
s166,10,3024
s166,11,3024
s167,1,3022
s167,2,3028
s167,3,3032
s167,4,3032
s168,1,3055
s168,2,3022
s169,1,3042
s169,2,3030
s169,3,3021
s169,4,3055
s169,5,3074
s169,6,3005
s169,7,3063
s169,8,3063
s169,9,3022
s170,1,3020
s170,2,3035
s170,3,3067
s170,4,3067
s170,5,3005
s170,6,3034
s170,7,3006
s171,1,3028
s171,2,3005
s172,1,3063
s172,2,3033
s172,3,3006
s172,4,3014
s172,5,3014
s172,6,3018
s173,1,3058
s173,2,3027
s173,3,3021
s174,1,3029
s174,2,3029
s174,3,3069
s174,4,3049
s174,5,3069
s174,6,3034
s174,7,3005
s174,8,3030
s174,9,3014
s175,1,3068
s175,2,3005
s175,3,3025
s175,4,3005
s176,1,3038
s176,2,3030
s176,3,3005
s177,1,3021
s177,2,3052
s177,3,3035
s177,4,3031
s177,5,3032
s177,6,3074
s178,1,3076
s178,2,3069
s178,3,3022
s178,4,3014
s178,5,3028
s178,6,3040
s178,7,3035
s178,8,3005
s179,1,3030
s179,2,3014
s180,1,3010
s180,2,3055
s181,1,3027
s181,2,3022
s181,3,3037
s182,1,3079
s182,2,3032
s182,3,3067
s182,4,3030
s182,5,3066
s182,6,3066
s182,7,3014
s183,1,3063
s183,2,3022
s183,3,3021
s183,4,3067
s183,5,3033
s183,6,3014
s184,1,3006
s184,2,3022
s184,3,3058
s184,4,3036
s184,5,3014
s185,1,3014
s185,2,3067
s185,3,3069
s185,4,3067
s185,5,3042
s185,6,3052
s185,7,3074
s185,8,3075
s185,9,3069
s185,10,3005
s186,1,3065
s186,2,3063
s186,3,3006
s186,4,3042
s187,1,3078
s187,2,3025
s187,3,3005
s187,4,3008
s188,1,3062
s188,2,3005
s188,3,3035
s189,1,3023
s189,2,3066
s190,1,4108
s190,2,4108
s191,1,3056
s191,2,3056
s192,1,3065
s192,2,3066
s193,1,3062
s193,2,3031
s194,1,3042
s194,2,3027
s194,3,3027
s194,4,3042
s194,5,3016
s194,6,3042
s194,7,3030
s194,8,3005
s195,1,3055
s195,2,3055
s195,3,3005
s195,4,3036
s195,5,3058
s195,6,3062
s196,1,3014
s196,2,3016
s196,3,3064
s197,1,3006
s197,2,3021
s197,3,3016
s197,4,3042
s197,5,3048
s197,6,3064
s198,1,3027
s198,2,3064
s199,1,3066
s199,2,3014
s200,1,3022
s200,2,3021
s200,3,3074
s200,4,3038
s200,5,3067
s200,6,3067
s200,7,3049
s200,8,3014
s201,1,3079
s201,2,3064
s202,1,3022
s202,2,3014
s202,3,3006
s202,4,3067
s202,5,3069
s202,6,3026
s203,1,3038
s203,2,3038
s204,1,3019
s204,2,3063
s204,3,3029
s205,1,3068
s205,2,3063
s205,3,3066
s205,4,3046
s205,5,3046
s205,6,3024
s206,1,3034
s206,2,3038
s206,3,3034
s206,4,3005
s207,1,3029
s207,2,3021
s207,3,3016
s207,4,3063
s207,5,3066
s208,1,3023
s208,2,3030
s208,3,3065
s208,4,3030
s208,5,3042
s208,6,3014
s208,7,3052
s208,8,3040
s208,9,3035
s208,10,3005
s208,11,3062
s208,12,3064
s208,13,3038
s209,1,3019
s209,2,3063
s209,3,3019
s209,4,3063
s209,5,3019
s209,6,3063
s209,7,3008
s210,1,3069
s210,2,3035
s210,3,3075
s210,4,3069
s210,5,3021
s210,6,3052
s210,7,3052
s210,8,3058
s210,9,3036
s211,1,3036
s211,2,3042
s211,3,3021
s211,4,3016
s211,5,3030
s211,6,3016
s211,7,3042
s212,1,3068
s212,2,3042
s213,1,3022
s213,2,3008
s214,1,3007
s214,2,3042
s215,1,3042
s215,2,3042
s216,1,3014
s216,2,3016
s217,1,3008
s217,2,3008
s218,1,3067
s218,2,3021
s218,3,3031
s218,4,3075
s218,5,3031
s218,6,3018
s218,7,3006
s218,8,3018
s218,9,3023
s218,10,3006
s219,1,3005
s219,2,3016
s219,3,3029
s219,4,3030
s219,5,3021
s219,6,3063
s219,7,3030
s219,8,3031
s219,9,3034
s219,10,3005
s220,1,3067
s220,2,3021
s220,3,3062
s221,1,3046
s221,2,3046
s221,3,3046
s221,4,3046
s222,1,3068
s222,2,3030
s222,3,3064
s223,1,3024
s223,2,3024
s223,3,3024
s223,4,3024
s223,5,3024
s223,6,3052
s224,1,3028
s224,2,3005
s224,3,3031
s224,4,3034
s224,5,3033
s224,6,3067
s224,7,3054
s224,8,3021
s224,9,3021
s224,10,3051
s224,11,3022
s225,1,3038
s225,2,3005
s225,3,3027
s225,4,3005
s226,1,3069
s226,2,3069
s226,3,3042
s226,4,3019
s226,5,3035
s226,6,3034
s226,7,3031
s227,1,3054
s227,2,3076
s227,3,3005
s227,4,3058
s227,5,3022
s227,6,3037
s227,7,3031
s228,1,3020
s228,2,3035
s228,3,3014
s228,4,3076
s229,1,3023
s229,2,3042
s229,3,3067
s229,4,3030
s229,5,3030
s229,6,3042
s229,7,3038
s230,1,3022
s230,2,3051
s231,1,3006
s231,2,3033
s231,3,3036
s231,4,3016
s232,1,3079
s232,2,3016
s233,1,3046
s233,2,3046
s233,3,3046
s233,4,3046
s233,5,3046
s233,6,3046
s233,7,3046
s233,8,3046
s233,9,3046
s233,10,3046
s233,11,3046
s233,12,3046
s233,13,3046
s233,14,3046
s233,15,3046
s233,16,3046
s233,17,3046
s233,18,3046
s233,19,3046
s233,20,3046
s233,21,3046
s233,22,3046
s233,23,3046
s233,24,3046
s233,25,3046
s233,26,3046
s233,27,3046
s233,28,3046
s233,29,3046
s233,30,3046
s233,31,3046
s233,32,3046
s233,33,3046
s233,34,3046
s233,35,3030
s233,36,3036
s233,37,3040
s233,38,3038
s234,1,3053
s234,2,3032
s234,3,3049
s234,4,3035
s234,5,3034
s234,6,3069
s234,7,3034
s234,8,3032
s234,9,3067
s234,10,3035
s234,11,3014
s235,1,3014
s235,2,3016
s235,3,3016
s236,1,3068
s236,2,3067
s237,1,3005
s237,2,3053
s237,3,3006
s237,4,3067
s238,1,3023
s238,2,3042
s238,3,3031
s238,4,3055
s238,5,3068
s238,6,3021
s238,7,3069
s238,8,3064
s238,9,3014
s239,1,3055
s239,2,3030
s239,3,3042
s239,4,3027
s239,5,3042
s240,1,3028
s240,2,3014
s240,3,3008
s240,4,3063
s240,5,3008
s240,6,3031
s240,7,3064
s240,8,3032
s240,9,3014
s241,1,3022
s241,2,3063
s241,3,3035
s241,4,3049
s241,5,3067
s241,6,3008
s241,7,3008
s241,8,3055
s241,9,3016
s241,10,3016
s242,1,3030
s242,2,3019
s242,3,3069
s242,4,3055
s242,5,3067
s242,6,3038
s242,7,3029
s242,8,3029
s243,1,3038
s243,2,3037
s243,3,3029
s244,1,3005
s244,2,3030
s244,3,3005
s244,4,3047
s244,5,3008
s245,1,3079
s245,2,3031
s245,3,3005
s245,4,3033
s245,5,3005
s246,1,3065
s246,2,3016
s246,3,3019
s247,1,3078
s247,2,3026
s248,1,3066
s248,2,3014
s248,3,3016
s249,1,3035
s249,2,3021
s249,3,3022
s249,4,3014
s249,5,3067
s250,1,3063
s250,2,3014
s251,1,3040
s251,2,3005
s252,1,3076
s252,2,3018
s253,1,3045
s253,2,3080
s253,3,3045
s253,4,3045
s254,1,3055
s254,2,3016
s254,3,3079
s254,4,3016
s255,1,3058
s255,2,3062
s255,3,3027
s255,4,3021
s255,5,3058
s255,6,3027
s255,7,3033
s255,8,3029
s256,1,3023
s256,2,3014
s257,1,3016
s257,2,3030
s257,3,3021
s257,4,3036
s257,5,3030
s257,6,3031
s257,7,3031
s258,1,3052
s258,2,3064
s258,3,4108
s259,1,3014
s259,2,3066
s259,3,3030
s259,4,3027
s259,5,3031
s259,6,3018
s259,7,3076
s260,1,3042
s260,2,3030
s260,3,3042
s260,4,3030
s260,5,3005
s260,6,3016
s260,7,3036
s260,8,3027
s260,9,3042
s260,10,3031
s260,11,3042
s261,1,3063
s261,2,3006
s261,3,3005
s261,4,3030
s261,5,3042
s261,6,3031
s261,7,3005
s261,8,3076
s262,1,3037
s262,2,3037
s262,3,3042
s262,4,3037
s262,5,3042
s262,6,3042
s262,7,3006
s262,8,3005
s262,9,3069
s262,10,3064
s262,11,4108
s262,12,4108
s263,1,3010
s263,2,3007
s263,3,3075
s263,4,3075
s264,1,3038
s264,2,3005
s264,3,3031
s264,4,3038
s264,5,3066
s265,1,3076
s265,2,3035
s265,3,3076
s266,1,3079
s266,2,3030
s266,3,3065
s266,4,3030
s266,5,3016
s267,1,3062
s267,2,3031
s267,3,3008
s267,4,3022
s268,1,3062
s268,2,3006
s268,3,3029
s268,4,3022
s269,1,3014
s269,2,3069
s269,3,3014
s270,1,3028
s270,2,3028
s270,3,3028
s271,1,3066
s271,2,3016
s272,1,3049
s272,2,3021
s272,3,3021
s272,4,3014
s273,1,3055
s273,2,3006
s273,3,3063
s273,4,3036
s273,5,3022
s273,6,3063
s273,7,3069
s273,8,3006
s273,9,3021
s273,10,3030
s273,11,3030
s273,12,4108
s274,1,3064
s274,2,3005
s275,1,3051
s275,2,3016
s275,3,3068
s275,4,3021
s275,5,3037
s275,6,3022
s275,7,3062
s275,8,3036
s276,1,3049
s276,2,3005
s276,3,3005
s276,4,3038
s276,5,3062
s277,1,3047
s277,2,3008
s277,3,3006
s278,1,3018
s278,2,3008
s278,3,3063
s278,4,3019
s278,5,3014
s279,1,3027
s279,2,3021
s279,3,3029
s279,4,3030
s279,5,3006
s280,1,3014
s280,2,3069
s280,3,3042
s280,4,3019
s280,5,3036
s280,6,3014
s280,7,3016
s280,8,3016
s280,9,3066
s281,1,3034
s281,2,3016
s281,3,3031
s281,4,3008
s281,5,3006
s281,6,3066
s282,1,3030
s282,2,3016
s282,3,3023
s282,4,3042
s282,5,3079
s282,6,3064
s283,1,3040
s283,2,3030
s283,3,3014
s284,1,3068
s284,2,3021
s284,3,3030
s284,4,3022
s284,5,3016
s285,1,3049
s285,2,3042
s285,3,3026
s285,4,3068
s285,5,3018
s286,1,3079
s286,2,3021
s286,3,3037
s286,4,3029
s286,5,3030
s286,6,3055
s286,7,3030
s286,8,3014
s287,1,3078
s287,2,3068
s287,3,3032
s287,4,3034
s287,5,3006
s287,6,3006
s287,7,3040
s287,8,3052
s287,9,3064
s288,1,3042
s288,2,3030
s288,3,3049
s288,4,3022
s289,1,3028
s289,2,3021
s289,3,3064
s290,1,3068
s290,2,3014
s290,3,3062
s291,1,3052
s291,2,3052
s291,3,3038
s291,4,3022
s291,5,3055
s291,6,3022
s292,1,3076
s292,2,3005
s293,1,3019
s293,2,3042
s294,1,3040
s294,2,3028
s294,3,3014
s294,4,3016
s294,5,3079
s294,6,3016
s294,7,3048
s295,1,3049
s295,2,3019
s296,1,3051
s296,2,3005
s296,3,3034
s296,4,3032
s296,5,3028
s296,6,3078
s296,7,3063
s296,8,3063
s297,1,3037
s297,2,3031
s297,3,3063
s298,1,3076
s298,2,3018
s299,1,3049
s299,2,3069
s299,3,3031
s299,4,3006
s299,5,3006
s299,6,3006
s299,7,3025
s299,8,3063
s300,1,3074
s300,2,3025
s300,3,3005
s300,4,3066
s300,5,3063
s300,6,3033
s300,7,3014
s300,8,3022
s300,9,3014
s301,1,3019
s301,2,3038
s301,3,3067
s301,4,3038
s301,5,3074
s301,6,3075
s301,7,3075
s301,8,3075
s301,9,3064
s302,1,3048
s302,2,3006
s302,3,3063
s302,4,3019
s302,5,3019
s302,6,3019
s302,7,3019
s302,8,3064
s302,9,3058
s302,10,3021
s303,1,3048
s303,2,3021
s304,1,3014
s304,2,3031
s304,3,3005
s305,1,3063
s305,2,3018
s305,3,3053
s305,4,3038
s305,5,3031
s305,6,3038
s305,7,3033
s305,8,3064
s305,9,3005
s305,10,3035
s305,11,3021
s306,1,3027
s306,2,3055
s306,3,3063
s307,1,3047
s307,2,3035
s307,3,3005
s307,4,3027
s307,5,3035
s307,6,3034
s307,7,3031
s308,1,3068
s308,2,3035
s308,3,3007
s308,4,3069
s309,1,3077
s309,2,3018
s310,1,3076
s310,2,3034
s310,3,3005
s311,1,3068
s311,2,3055
s311,3,3063
s312,1,3040
s312,2,3014
s312,3,3016
s312,4,3066
s312,5,3019
s312,6,3019
s313,1,3005
s313,2,3029
s313,3,3022
s313,4,3022
s313,5,3014
s314,1,3040
s314,2,3062
s314,3,3074
s314,4,3005
s315,1,3030
s315,2,3042
s315,3,3014
s315,4,3016
s315,5,3031
s316,1,3078
s316,2,3067
s316,3,3005
s316,4,3036
s316,5,3038
s316,6,3021
s316,7,3014
s316,8,3038
s316,9,3035
s316,10,3067
s316,11,3034
s316,12,3032
s316,13,3019
s317,1,3055
s317,2,3063
s318,1,3006
s318,2,3014
s318,3,3027
s318,4,3035
s318,5,3018
s319,1,3028
s319,2,3078
s319,3,3030
s320,1,3049
s320,2,3047
s320,3,3008
s320,4,3076
s321,1,3027
s321,2,3042
s321,3,3036
s321,4,3042
s321,5,3022
s321,6,3042
s321,7,3067
s321,8,3046
s321,9,3046
s321,10,3046
s321,11,3063
s321,12,3063
s322,1,3010
s322,2,3047
s322,3,3019
s323,1,3020
s323,2,3052
s323,3,3069
s323,4,3019
s324,1,3048
s324,2,3063
s325,1,3062
s325,2,3023
s325,3,3062
s325,4,3037
s325,5,3029
s325,6,3006
s325,7,3074
s325,8,3005
s325,9,3008
s326,1,3022
s326,2,3021
s327,1,3067
s327,2,3042
s327,3,3037
s327,4,3042
s327,5,3068
s328,1,3026
s328,2,3049
s328,3,3028
s328,4,3068
s328,5,3007
s329,1,3051
s329,2,3021
s329,3,3058
s329,4,3022
s329,5,3014
s330,1,3024
s330,2,3046
s330,3,3069
s330,4,3064
s330,5,3014
s331,1,3030
s331,2,3031
s331,3,3032
s331,4,3034
s331,5,3007
s331,6,3014
s331,7,3049
s331,8,3049
s331,9,3049
s331,10,3019
s331,11,3056
s331,12,3056
s331,13,3046
s331,14,3046
s331,15,3046
s331,16,3046
s331,17,3046
s331,18,3046
s331,19,3046
s331,20,3046
s331,21,3046
s332,1,3075
s332,2,3075
s332,3,3063
s332,4,3065
s332,5,3049
s332,6,3006
s333,1,3068
s333,2,3052
s334,1,3037
s334,2,3014
s334,3,3052
s334,4,3064
s334,5,3042
s335,1,3030
s335,2,3030
s335,3,3069
s336,1,3005
s336,2,3069
s336,3,3069
s336,4,3066
s336,5,3063
s336,6,3032
s336,7,3052
s336,8,3030
s336,9,3042
s336,10,3052
s336,11,3035
s336,12,3051
s336,13,3052
s336,14,3030
s336,15,3021
s336,16,3074
s336,17,3022
s337,1,3078
s337,2,3025
s337,3,3019
s337,4,3063
s338,1,3062
s338,2,3022
s338,3,3021
s338,4,3048
s338,5,3022
s339,1,3006
s339,2,3074
s339,3,3005
s339,4,3038
s340,1,3042
s340,2,3038
s340,3,3022
s340,4,3005
s340,5,3034
s340,6,3033
s340,7,3067
s340,8,3067
s340,9,3027
s341,1,3021
s341,2,3014
s341,3,3021
s341,4,3058
s341,5,3036
s342,1,3025
s342,2,3020
s342,3,3045
s342,4,3036
s342,5,3036
s343,1,3069
s343,2,3030
s343,3,3014
s343,4,3068
s343,5,3069
s344,1,3030
s344,2,3065
s344,3,3030
s344,4,3014
s345,1,3068
s345,2,3069
s345,3,3042
s345,4,3014
s345,5,3005
s346,1,3027
s346,2,3055
s346,3,3016
s347,1,3068
s347,2,3042
s347,3,3049
s347,4,3052
s347,5,3030
s348,1,3038
s348,2,3021
s348,3,3030
s349,1,3068
s349,2,3007
s349,3,3007
s349,4,3007
s349,5,3074
s349,6,3075
s349,7,3069
s349,8,3030
s350,1,3066
s350,2,3006
s350,3,3014
s350,4,3014
s350,5,3014
s350,6,3006
s350,7,3030
s350,8,3014
s350,9,3031
s351,1,3038
s351,2,3031
s351,3,3074
s351,4,3031
s351,5,3074
s351,6,3076
s352,1,3037
s352,2,3069
s352,3,3030
s352,4,3021
s352,5,3042
s353,1,3046
s353,2,3046
s353,3,3046
s353,4,3046
s353,5,3046
s353,6,3046
s354,1,3042
s354,2,3067
s354,3,3006
s354,4,3031
s354,5,3032
s354,6,3034
s354,7,3031
s355,1,3051
s355,2,3066
s355,3,3051
s355,4,3062
s355,5,3014
s355,6,3006
s355,7,3032
s355,8,3052
s355,9,3007
s355,10,3031
s356,1,3014
s356,2,3068
s356,3,3069
s356,4,3021
s357,1,3035
s357,2,3067
s357,3,3014
s357,4,3016
s357,5,3019
s358,1,3042
s358,2,3030
s358,3,3042
s359,1,3025
s359,2,3032
s359,3,3024
s359,4,3069
s360,1,3027
s360,2,3052
s360,3,3069
s360,4,3032
s360,5,3035
s360,6,3016
s360,7,3014
s360,8,3014
s360,9,3014
s361,1,3074
s361,2,3021
s362,1,3047
s362,2,3047
s362,3,3032
s362,4,3042
s362,5,3030
s362,6,3030
s362,7,3042
s363,1,3033
s363,2,3033
s363,3,3014
s363,4,3021
s363,5,3022
s364,1,3005
s364,2,3076
s364,3,3006
s364,4,3058
s364,5,3055
s364,6,3006
s364,7,3029
s364,8,3053
s365,1,3053
s365,2,3032
s365,3,3030
s365,4,3032
s365,5,3031
s365,6,3055
s365,7,3079
s365,8,3030
s365,9,3065
s365,10,3030
s365,11,3031
s366,1,3046
s366,2,3046
s366,3,3046
s366,4,3046
s366,5,3046
s366,6,3046
s367,1,3058
s367,2,3058
s367,3,3055
s367,4,3031
s368,1,3032
