=== Step 4: Candidate 7-Sequences (CS7) (Total: 568) ===

<1,34,35,7,12,29,32>
<1,34,35,7,16,29,32>
<1,34,35,7,29,30,32>
<1,34,35,11,16,29,32>
<1,34,35,12,29,30,32>
<1,34,35,16,29,30,32>
<1,35,6,11,16,29,32>
<1,35,7,11,16,29,32>
<1,35,7,12,16,29,32>
<1,35,7,12,29,30,32>
<1,35,7,16,29,30,32>
<1,35,11,12,16,29,32>
<1,35,11,12,29,30,32>
<1,35,12,16,29,30,32>
<1,70,6,11,16,29,32>
<1,70,7,11,16,29,32>
<1,70,7,12,29,30,32>
<1,70,7,16,29,30,32>
<1,70,20,21,7,29,32>
<1,70,20,21,12,29,32>
<1,70,20,21,16,29,32>
<1,70,20,21,26,7,29>
<1,70,20,21,26,7,32>
<1,70,20,21,26,12,29>
<1,70,20,21,26,12,32>
<1,70,20,21,26,16,29>
<1,70,20,21,26,16,32>
<1,70,20,21,26,29,32>
<1,70,20,26,7,29,32>
<1,70,20,26,8,29,32>
<1,70,20,26,11,29,32>
<1,70,20,26,12,29,32>
<1,70,20,26,16,29,32>
<1,70,20,26,29,30,32>
<1,70,20,26,34,29,32>
<1,70,21,7,12,29,32>
<1,70,21,7,16,29,32>
<1,70,21,7,29,30,32>
<1,70,21,11,12,29,32>
<1,70,21,11,16,29,32>
<1,70,21,12,16,29,32>
<1,70,21,12,29,30,32>
<1,70,21,26,7,29,32>
<1,70,21,26,8,29,32>
<1,70,21,26,11,29,32>
<1,70,21,26,12,29,30>
<1,70,21,26,12,29,32>
<1,70,21,26,12,30,32>
<1,70,21,26,16,29,32>
<1,70,21,26,29,30,32>
<1,70,21,26,34,29,32>
<1,70,26,7,16,29,32>
<1,70,26,7,29,30,32>
<1,70,26,11,12,29,32>
<1,70,26,11,16,29,32>
<1,70,26,12,16,29,32>
<1,70,26,12,29,30,32>
<1,70,26,16,29,30,32>
<1,70,26,34,7,29,32>
<1,70,26,34,11,29,32>
<1,70,26,34,16,29,32>
<1,70,27,7,16,29,32>
<1,70,34,6,11,16,29>
<1,70,34,6,11,16,32>
<1,70,34,6,11,29,32>
<1,70,34,6,16,29,32>
<1,70,34,7,11,16,29>
<1,70,34,7,11,16,32>
<1,70,34,7,11,29,32>
<1,70,34,7,12,29,32>
<1,70,34,7,16,29,32>
<1,70,34,7,29,30,32>
<1,70,34,11,12,29,32>
<1,70,34,11,16,29,32>
<1,70,34,12,29,30,32>
<1,70,34,35,7,29,32>
<1,70,35,12,29,30,32>
<7,11,12,16,29,30,32>
<20,21,5,7,12,29,32>
<20,21,6,11,16,29,32>
<20,21,7,11,12,29,32>
<20,21,7,11,16,29,32>
<20,21,7,12,16,29,32>
<20,21,7,12,29,30,32>
<20,21,7,16,29,30,32>
<20,21,11,12,16,29,32>
<20,21,11,16,29,30,32>
<20,21,12,16,29,30,32>
<20,21,26,6,11,16,29>
<20,21,26,6,11,16,32>
<20,21,26,6,11,29,32>
<20,21,26,6,16,29,32>
<20,21,26,7,11,16,29>
<20,21,26,7,11,16,32>
<20,21,26,7,11,29,32>
<20,21,26,7,12,16,29>
<20,21,26,7,12,16,32>
<20,21,26,7,12,29,30>
<20,21,26,7,12,29,32>
<20,21,26,7,12,30,32>
<20,21,26,7,16,29,32>
<20,21,26,7,29,30,32>
<20,21,26,11,12,16,29>
<20,21,26,11,12,16,32>
<20,21,26,11,12,29,32>
<20,21,26,11,16,29,32>
<20,21,26,11,29,30,32>
<20,21,26,12,16,29,32>
<20,21,26,12,29,30,32>
<20,21,26,16,29,30,32>
<20,21,26,34,7,11,16>
<20,21,26,34,7,11,29>
<20,21,26,34,7,11,32>
<20,21,26,34,7,12,29>
<20,21,26,34,7,12,32>
<20,21,26,34,7,16,29>
<20,21,26,34,7,16,32>
<20,21,26,34,7,29,32>
<20,21,26,34,11,16,29>
<20,21,26,34,11,16,32>
<20,21,26,34,11,29,32>
<20,21,26,34,12,29,32>
<20,21,26,34,16,29,32>
<20,21,26,35,7,29,32>
<20,21,26,35,11,16,29>
<20,21,26,35,11,16,32>
<20,21,26,35,11,29,32>
<20,21,26,35,12,29,32>
<20,21,26,35,16,29,32>
<20,21,26,35,29,30,32>
<20,21,34,7,11,16,29>
<20,21,34,7,11,16,32>
<20,21,34,7,11,29,32>
<20,21,34,7,12,29,32>
<20,21,34,7,16,29,32>
<20,21,34,7,29,30,32>
<20,21,34,11,12,29,32>
<20,21,34,11,16,29,32>
<20,21,34,12,16,29,32>
<20,21,34,35,7,29,32>
<20,21,35,6,11,16,29>
<20,21,35,6,11,16,32>
<20,21,35,6,11,29,32>
<20,21,35,6,16,29,32>
<20,21,35,7,12,29,32>
<20,21,35,11,12,29,32>
<20,21,35,11,16,29,32>
<20,21,35,12,16,29,32>
<20,21,35,12,29,30,32>
<20,26,6,11,16,29,32>
<20,26,7,11,16,29,32>
<20,26,7,12,16,29,32>
<20,26,7,12,29,30,32>
<20,26,7,16,29,30,32>
<20,26,11,12,16,29,32>
<20,26,34,7,11,16,29>
<20,26,34,7,11,16,32>
<20,26,34,7,11,29,32>
<20,26,34,7,12,29,32>
<20,26,34,7,16,29,32>
<20,26,34,7,29,30,32>
<20,26,34,11,12,29,32>
<20,26,34,11,16,29,32>
<20,26,34,35,7,29,32>
<20,26,35,11,16,29,32>
<20,34,6,11,16,29,32>
<20,34,7,11,16,29,32>
<20,35,6,11,16,29,32>
<21,6,7,11,16,29,32>
<21,6,11,12,16,29,32>
<21,6,11,16,29,30,32>
<21,7,11,12,16,29,32>
<21,7,11,16,29,30,32>
<21,7,12,16,29,30,32>
<21,26,6,11,16,29,32>
<21,26,7,11,16,29,32>
<21,26,7,12,16,29,32>
<21,26,7,12,29,30,32>
<21,26,7,16,29,30,32>
<21,26,11,12,16,29,32>
<21,26,11,12,29,30,32>
<21,26,11,16,29,30,32>
<21,26,12,16,29,30,32>
<21,26,34,7,11,16,29>
<21,26,34,7,11,16,32>
<21,26,34,7,11,29,32>
<21,26,34,7,12,29,32>
<21,26,34,7,16,29,32>
<21,26,34,7,29,30,32>
<21,26,34,11,12,29,32>
<21,26,34,11,16,29,32>
<21,26,34,35,7,29,32>
<21,26,35,11,16,29,32>
<21,34,6,11,16,29,32>
<21,34,7,11,16,29,32>
<21,34,7,16,29,30,32>
<21,34,35,7,16,29,32>
<21,34,35,7,29,30,32>
<21,35,6,11,16,29,32>
<21,35,7,11,16,29,32>
<26,7,11,12,16,29,32>
<26,7,12,16,29,30,32>
<26,11,12,16,29,30,32>
<26,34,7,11,16,29,32>
<34,6,7,11,16,29,32>
<34,6,11,12,16,29,32>
<34,6,11,16,29,30,32>
<34,7,11,12,16,29,30>
<34,7,11,12,16,29,32>
<34,7,11,12,16,30,32>
<34,7,11,12,29,30,32>
<34,7,11,16,29,30,32>
<34,7,12,13,29,30,32>
<34,7,12,16,29,30,32>
<34,11,12,16,29,30,32>
<34,35,6,11,16,29,32>
<34,35,7,8,29,30,32>
<34,35,7,11,12,16,29>
<34,35,7,11,12,16,32>
<34,35,7,11,12,29,30>
<34,35,7,11,12,29,32>
<34,35,7,11,12,30,32>
<34,35,7,11,16,29,30>
<34,35,7,11,16,29,32>
<34,35,7,11,16,30,32>
<34,35,7,11,29,30,32>
<34,35,7,12,16,29,30>
<34,35,7,12,16,29,32>
<34,35,7,12,16,30,32>
<34,35,7,12,29,30,32>
<34,35,7,16,29,30,32>
<34,35,8,16,29,30,32>
<34,35,11,12,16,29,30>
<34,35,11,12,16,29,32>
<34,35,11,12,16,30,32>
<34,35,11,12,29,30,32>
<34,35,11,16,29,30,32>
<34,35,12,16,29,30,32>
<35,6,11,12,16,29,32>
<35,7,11,12,16,29,32>
<35,7,11,12,29,30,32>
<35,7,11,16,29,30,32>
<35,7,12,16,29,30,32>
<35,11,12,16,29,30,32>
<47,69,70,7,12,29,32>
<47,69,70,7,16,29,32>
<47,69,70,12,29,30,32>
<47,69,70,26,7,29,32>
<47,69,70,26,8,29,32>
<47,69,70,26,12,29,32>
<47,69,70,26,16,29,32>
<47,69,70,34,7,29,32>
<47,70,20,26,8,29,32>
<47,70,26,7,8,29,32>
<47,70,26,7,16,29,32>
<47,70,26,34,7,29,32>
<47,70,34,7,16,29,32>
<69,20,21,11,16,29,32>
<69,20,21,26,7,29,32>
<69,20,21,26,8,29,32>
<69,20,21,26,11,16,29>
<69,20,21,26,11,16,32>
<69,20,21,26,11,29,32>
<69,20,21,26,12,29,32>
<69,20,21,26,16,29,32>
<69,20,21,26,29,30,32>
<69,20,21,26,34,29,32>
<69,20,21,26,35,29,32>
<69,20,26,7,16,29,32>
<69,20,26,11,16,29,32>
<69,20,26,34,7,29,32>
<69,21,5,7,12,29,32>
<69,21,6,11,16,29,32>
<69,21,7,11,16,29,32>
<69,21,7,12,16,29,32>
<69,21,7,12,29,30,32>
<69,21,11,12,16,29,32>
<69,21,26,6,11,16,29>
<69,21,26,6,11,16,32>
<69,21,26,6,11,29,32>
<69,21,26,6,16,29,32>
<69,21,26,7,12,29,32>
<69,21,26,7,16,29,32>
<69,21,26,11,12,29,32>
<69,21,26,11,16,29,32>
<69,21,26,11,29,30,32>
<69,21,26,12,16,29,32>
<69,21,26,12,29,30,32>
<69,21,26,16,29,30,32>
<69,21,26,34,7,29,32>
<69,21,26,34,11,29,32>
<69,21,26,34,12,29,32>
<69,26,6,11,16,29,32>
<69,26,7,11,16,29,32>
<69,26,11,12,16,29,32>
<69,26,34,7,11,29,32>
<69,26,34,7,16,29,32>
<69,26,34,11,16,29,32>
<69,34,6,11,16,29,32>
<69,34,7,11,12,29,32>
<69,34,7,11,16,29,32>
<69,34,7,11,29,30,32>
<69,34,7,12,16,29,32>
<69,34,7,12,29,30,32>
<69,34,7,16,29,30,32>
<69,34,11,12,16,29,32>
<69,34,11,12,29,30,32>
<69,34,11,16,29,30,32>
<69,34,35,7,11,29,32>
<69,34,35,7,12,29,32>
<69,34,35,7,16,29,32>
<69,34,35,7,29,30,32>
<69,34,35,8,29,30,32>
<69,34,35,11,16,29,32>
<69,34,35,11,29,30,32>
<69,34,35,12,29,30,32>
<69,34,35,16,29,30,32>
<69,35,6,11,16,29,32>
<69,35,7,12,29,30,32>
<69,35,7,16,29,30,32>
<69,70,5,8,12,29,32>
<69,70,6,11,16,29,32>
<69,70,7,11,16,29,32>
<69,70,7,12,16,29,32>
<69,70,7,12,29,30,32>
<69,70,7,16,29,30,32>
<69,70,11,12,16,29,32>
<69,70,11,12,29,30,32>
<69,70,11,16,29,30,32>
<69,70,12,16,29,30,32>
<69,70,20,21,7,29,32>
<69,70,20,21,8,29,32>
<69,70,20,21,11,29,32>
<69,70,20,21,12,29,32>
<69,70,20,21,16,29,32>
<69,70,20,21,26,7,29>
<69,70,20,21,26,7,32>
<69,70,20,21,26,8,29>
<69,70,20,21,26,8,32>
<69,70,20,21,26,11,29>
<69,70,20,21,26,11,32>
<69,70,20,21,26,12,29>
<69,70,20,21,26,12,32>
<69,70,20,21,26,16,29>
<69,70,20,21,26,16,32>
<69,70,20,21,26,29,30>
<69,70,20,21,26,29,32>
<69,70,20,21,26,30,32>
<69,70,20,21,29,30,32>
<69,70,20,26,7,29,32>
<69,70,20,26,8,29,32>
<69,70,20,26,11,29,32>
<69,70,20,26,12,29,32>
<69,70,20,26,16,29,32>
<69,70,20,26,29,30,32>
<69,70,20,26,34,29,32>
<69,70,20,26,35,29,32>
<69,70,21,6,11,16,29>
<69,70,21,6,11,16,32>
<69,70,21,6,11,29,32>
<69,70,21,6,16,29,32>
<69,70,21,7,12,29,32>
<69,70,21,7,16,29,32>
<69,70,21,7,29,30,32>
<69,70,21,11,12,29,32>
<69,70,21,11,16,29,32>
<69,70,21,11,29,30,32>
<69,70,21,12,16,29,32>
<69,70,21,12,29,30,32>
<69,70,21,13,29,30,32>
<69,70,21,16,29,30,32>
<69,70,21,26,7,29,32>
<69,70,21,26,8,29,32>
<69,70,21,26,11,16,29>
<69,70,21,26,11,16,32>
<69,70,21,26,11,29,32>
<69,70,21,26,12,29,30>
<69,70,21,26,12,29,32>
<69,70,21,26,12,30,32>
<69,70,21,26,13,29,32>
<69,70,21,26,16,29,32>
<69,70,21,26,29,30,32>
<69,70,21,26,34,29,32>
<69,70,26,6,11,16,29>
<69,70,26,6,11,16,32>
<69,70,26,6,11,29,32>
<69,70,26,6,16,29,32>
<69,70,26,7,8,29,32>
<69,70,26,7,11,29,32>
<69,70,26,7,12,29,32>
<69,70,26,7,16,29,32>
<69,70,26,7,29,30,32>
<69,70,26,8,12,29,32>
<69,70,26,8,16,29,32>
<69,70,26,8,29,30,32>
<69,70,26,11,12,29,32>
<69,70,26,11,16,29,32>
<69,70,26,11,29,30,32>
<69,70,26,12,16,29,32>
<69,70,26,12,29,30,32>
<69,70,26,13,29,30,32>
<69,70,26,16,29,30,32>
<69,70,26,34,7,16,29>
<69,70,26,34,7,16,32>
<69,70,26,34,7,29,32>
<69,70,26,34,11,29,32>
<69,70,26,34,12,29,32>
<69,70,26,34,16,29,32>
<69,70,26,34,29,30,32>
<69,70,26,35,16,29,32>
<69,70,26,35,29,30,32>
<69,70,27,7,16,29,32>
<69,70,34,6,11,16,29>
<69,70,34,6,11,16,32>
<69,70,34,6,11,29,32>
<69,70,34,6,16,29,32>
<69,70,34,7,8,29,32>
<69,70,34,7,11,16,29>
<69,70,34,7,11,16,32>
<69,70,34,7,11,29,32>
<69,70,34,7,12,29,30>
<69,70,34,7,12,29,32>
<69,70,34,7,12,30,32>
<69,70,34,7,16,29,30>
<69,70,34,7,16,29,32>
<69,70,34,7,16,30,32>
<69,70,34,7,29,30,32>
<69,70,34,11,12,29,32>
<69,70,34,11,13,29,32>
<69,70,34,11,16,29,32>
<69,70,34,11,29,30,32>
<69,70,34,12,13,29,32>
<69,70,34,12,16,29,32>
<69,70,34,12,29,30,32>
<69,70,34,13,29,30,32>
<69,70,34,16,29,30,32>
<69,70,34,35,7,29,30>
<69,70,34,35,7,29,32>
<69,70,34,35,7,30,32>
<69,70,34,35,16,29,32>
<69,70,34,35,29,30,32>
<69,70,35,7,29,30,32>
<69,70,35,11,12,29,32>
<69,70,35,11,16,29,32>
<69,70,35,11,29,30,32>
<69,70,35,12,29,30,32>
<69,70,35,16,29,30,32>
<69,70,58,7,12,29,32>
<70,20,21,26,7,29,32>
<70,20,21,26,8,29,32>
<70,20,21,26,11,29,32>
<70,20,21,26,12,29,32>
<70,20,21,26,16,29,32>
<70,20,21,26,29,30,32>
<70,21,6,11,16,29,32>
<70,21,26,11,16,29,32>
<70,21,26,12,29,30,32>
<70,26,6,11,16,29,32>
<70,26,34,7,16,29,32>
<70,34,6,11,16,29,32>
<70,34,7,11,16,29,32>
<70,34,7,12,29,30,32>
<70,34,7,16,29,30,32>
<70,34,35,7,29,30,32>
